Protein ID,Binding Affinity (kcal/mol),Number of clashes,Strain Energy,Confidence Score,Rank of sdf,_timestamp,_runtime,_step
3c0z_protein_processed,-3.324112822310728,7.0,2.5660513125406013,,3c0z_ligand,1711390912.0698595,28.321046829223636,6
2k46_protein_processed,-2.405851572556419,8.0,1.53030799443426,,2k46_ligand,1711387032.5354683,12.949853420257568,6
6h7o_protein_processed,-11.734959657193532,6.0,5.634616421259466,,6h7o_ligand,1711416913.1839173,7.37232232093811,3
3qck_protein_processed,-8.344537874102038,4.0,-69.33414319954123,,3qck_ligand,1711395594.9708245,26.87345552444458,6
6fgf_protein_processed,-6.351046851047685,3.0,1.392346978405314,,6fgf_ligand,1711416209.2545836,9.849551677703856,6
5fwr_protein_processed,-6.6579301572731655,18.0,2.401764841344733,,5fwr_ligand,1711408728.398988,12.303851127624512,6
1nfw_protein_processed,-9.98898376041404,1.0,-2.1392513260470736,,1nfw_ligand,1711382602.165218,5.723098039627075,3
6iou_protein_processed,-6.270968992276597,1.0,5.617045455940286,,6iou_ligand,1711417495.4247742,18.97157120704651,6
5fqc_protein_processed,-11.002740663738246,6.0,8.338583803825244,,5fqc_ligand,1711408670.4472106,1.0587925910949707,2
4lgu_protein_processed,-11.977327807448022,4.0,1.5913178090080358,,4lgu_ligand,1711402319.6365397,21.016682386398315,6
1gj8_protein_processed,-13.859864424928974,0.0,0.7581785733640345,,1gj8_ligand,1711381234.3957665,6.055318355560303,3
4e1z_protein_processed,-3.8747140349244535,3.0,5.170623896126969,,4e1z_ligand,1711399848.0063903,16.995079278945923,3
1tve_protein_processed,-11.288871611483094,10.0,2.02940905626404,,1tve_ligand,1711384085.4560735,18.59220552444458,6
4qwf_protein_processed,-9.549595373552448,3.0,0.096144697276074,,4qwf_ligand,1711404435.3561938,78.9074957370758,6
2qln_protein_processed,-9.122383727378304,4.0,6.1139749577938005,,2qln_ligand,1711388171.7907412,82.94076323509216,6
1std_protein_processed,-7.142851051462352,5.0,6.635852130876742,,1std_ligand,1711383867.9537003,32.5960373878479,6
4k6y_protein_processed,-4.722785819596262,9.0,13.94206000792292,,4k6y_ligand,1711401902.9644368,5.20188570022583,3
5w7x_protein_processed,-11.303894526422647,11.0,1.4522085883729687,,5w7x_ligand,1711413201.923396,31.537771224975582,6
2bdj_protein_processed,-10.828609508325613,10.0,2.5657132686047817,,2bdj_ligand,1711385517.0144846,23.42284154891968,6
5oq6_protein_processed,-10.87043364410526,10.0,0.2901323140479857,,5oq6_ligand,1711411609.9452329,29.715444803237915,6
4zs2_protein_processed,-4.620705661267383,4.0,2.2033144664050326,,4zs2_ligand,1711406637.4883366,20.774609565734863,6
2ay8_protein_processed,-10.134243129759776,4.0,2.8772892090485627,,2ay8_ligand,1711385448.6115053,37.77357816696167,6
6n7d_protein_processed,-4.391456297977187,14.0,1.898039182389692,,6n7d_ligand,1711418042.7072537,14.316860675811768,3
3c2r_protein_processed,-10.34740533072731,5.0,1.5415829913075214,,3c2r_ligand,1711390922.8491497,28.453542470932007,6
5lhg_protein_processed,-7.367017324508565,1.0,14.999687423024056,,5lhg_ligand,1711410528.5319977,88.74627375602722,6
2z6w_protein_processed,-11.207226021760896,9.0,3.805883060333258,,2z6w_ligand,1711390370.9272633,235.25478625297544,6
2c6e_protein_processed,-3.071999390833457,4.0,2.8432260851601967,,2c6e_ligand,1711385701.2853763,23.606654405593872,6
9lpr_protein_processed,-8.34023681890049,9.0,0.6478833467564797,,9lpr_ligand,1711419416.925701,28.76396656036377,6
4og4_protein_processed,-9.883817867651786,6.0,2.0240042508507017,,4og4_ligand,1711403501.6251583,31.38665747642517,6
2k62_protein_processed,-11.995128743961644,1.0,2.844180554592341,,2k62_ligand,1711387073.166669,49.8921537399292,6
5ohj_protein_processed,-9.767185200518872,7.0,4.725898036305239,,5ohj_ligand,1711411555.892356,31.102447986602783,6
4b9k_protein_processed,-7.637121385608658,2.0,9.863932723358497,,4b9k_ligand,1711398856.2555745,15.857498407363892,6
1w1v_protein_processed,-7.22558359807985,11.0,0.7183317939801128,,1w1v_ligand,1711384548.8884745,86.69120335578918,6
3arw_protein_processed,-9.187378398341222,6.0,3.7872260506699575,,3arw_ligand,1711390529.2092636,54.60098648071289,6
7std_protein_processed,-8.064994786040662,4.0,2.7514227918457976,,7std_ligand,1711419387.2193086,25.934932708740234,6
4ue1_protein_processed,-7.693792940472393,12.0,3.897258662289083,,4ue1_ligand,1711405139.4133422,7.996594190597534,3
1owj_protein_processed,-5.534501368250012,8.0,0.3347910273187739,,1owj_ligand,1711383081.8386562,18.050026178359985,6
5abp_protein_processed,-13.01001793671604,3.0,0.8518574057675465,,5abp_ligand,1711406934.7987752,12.743421077728271,6
4fgx_protein_processed,-7.009632926231913,14.0,4.373133289419805,,4fgx_ligand,1711400426.20062,120.2162389755249,6
1hc9_protein_processed,-12.147565051956429,12.0,2.8593345483523542,,1hc9_ligand,1711381432.6384964,6.929447412490845,3
4e20_protein_processed,-10.330073015996431,1.0,3.201994624034299,,4e20_ligand,1711399838.4687726,7.111191749572754,3
4ap7_protein_processed,-12.958378849602132,1.0,1.3934167313543853,,4ap7_ligand,1711398560.4597323,30.332258224487305,6
3m37_protein_processed,-10.699026722394558,3.0,11.600286684619803,,3m37_ligand,1711394119.3286748,17.990091800689697,6
4prg_protein_processed,-7.244255404929388,4.0,3.034081829161892,,4prg_ligand,1711403930.6585298,32.465285778045654,6
4av5_protein_processed,-9.94519326768019,3.0,-69.14106512078303,,4av5_ligand,1711398612.9442878,14.286890745162964,6
4oak_protein_processed,-10.996194226011324,5.0,0.0982764941408973,,4oak_ligand,1711403418.387792,35.37331986427307,6
3k00_protein_processed,-11.243953592838228,2.0,8.287634451862573,,3k00_ligand,1711393470.8427691,37.31939125061035,6
4okg_protein_processed,-10.024646224917026,6.0,6.384583381338103,,4okg_ligand,1711403536.8468227,26.66329264640808,6
1nq7_protein_processed,-10.422818729851308,11.0,5.278489780866799,,1nq7_ligand,1711382753.3653426,36.029242515563965,6
2q2a_protein_processed,-10.232783992162116,0.0,2.0930613516681404,,2q2a_ligand,1711387903.1550732,13.74146318435669,6
4uiw_protein_processed,-11.49308317279785,6.0,4.3997600764121,,4uiw_ligand,1711405203.6694417,18.8372745513916,6
4q3q_protein_processed,-5.798433896295928,11.0,4.2522921995639145,,4q3q_ligand,1711404042.908204,1.933427095413208,2
5ke0_protein_processed,-13.023207613840723,1.0,3.2814168621619046,,5ke0_ligand,1711410102.1167848,17.915649890899658,3
3d8y_protein_processed,-8.191948144698225,7.0,2.8419450906672203,,3d8y_ligand,1711391317.0243337,18.37441754341125,6
5nrf_protein_processed,-10.080428237919955,0.0,0.2757614805534132,,5nrf_ligand,1711411275.816873,21.69500708580017,3
3iss_protein_processed,-4.755964542400743,2.0,2.453045126646785,,3iss_ligand,1711393357.221818,64.97702407836914,6
3h0j_protein_processed,-5.243357567869453,5.0,3.2396141596150443,,3h0j_ligand,1711392752.088927,71.39852905273438,6
6di1_protein_processed,-9.844404203968963,1.0,4.7920387509428295,,6di1_ligand,1711415375.426126,14.68774390220642,6
4k3m_protein_processed,-14.566090027663144,5.0,6.745296619001763,,4k3m_ligand,1711401866.7315614,23.260935306549072,6
2wei_protein_processed,-6.901511803457265,14.0,7.816097419235518,,2wei_ligand,1711389097.734028,32.30858516693115,6
3peq_protein_processed,-10.415253059917337,3.0,1.534737014623886,,3peq_ligand,1711395310.177308,23.291231155395508,6
4c72_protein_processed,-10.523915892601927,2.0,0.9446957651456636,,4c72_ligand,1711399273.7370985,42.50743055343628,6
2qu3_protein_processed,-7.536140007701234,5.0,2.6000197937427743,,2qu3_ligand,1711388220.8923862,20.900724172592163,6
4meo_protein_processed,-7.136736411161162,4.0,12.292051689969902,,4meo_ligand,1711402632.865347,9.663384914398192,6
3btc_protein_processed,-3.462952718992728,1.0,0.1696727029419094,,3btc_ligand,1711390814.179521,21.987755060195923,6
1ykp_protein_processed,0.911212028186702,3.0,5.634068303036237,,1ykp_ligand,1711385013.1771965,67.21302914619446,6
5iu8_protein_processed,-9.511294920073784,4.0,14.767808856790005,,5iu8_ligand,1711409533.9437478,21.992326736450195,6
6b1e_protein_processed,-7.866186196470297,10.0,15.236618953153652,,6b1e_ligand,1711414389.90979,37.838947057724,6
3oaw_protein_processed,-10.3339431028611,11.0,15.433047745026611,,3oaw_ligand,1711394873.7937472,33.18081521987915,3
4kqp_protein_processed,-6.346086462784966,9.0,4.74970805566279,,4kqp_ligand,1711402072.4283705,10.901668548583984,6
4aze_protein_processed,-9.997938188783904,1.0,1.5113477289930728,,4aze_ligand,1711398702.879772,20.75076484680176,6
3uev_protein_processed,-8.535487769685604,2.0,2.4831506896833133,,3uev_ligand,1711397161.4612496,13.708074569702148,6
5j82_protein_processed,-7.762885340474757,0.0,-0.0656639564263485,,5j82_ligand,1711409758.9902415,23.600271463394165,6
1ukh_protein_processed,-5.58621043849536,2.0,3.2788478891115744,,1ukh_ligand,1711384257.979593,94.4665219783783,6
1o2t_protein_processed,-6.946444196324385,12.0,5.896454863592819,,1o2t_ligand,1711382818.797101,5.33945894241333,3
4dmw_protein_processed,-10.625305100539869,3.0,6.256501139279024,,4dmw_ligand,1711399779.8493185,52.67379951477051,6
2wfj_protein_processed,-6.532134602296456,0.0,16.416585559760627,,2wfj_ligand,1711389218.9061103,123.12362957000732,6
5dtw_protein_processed,-5.952387100748517,8.0,18.61190099965647,,5dtw_ligand,1711407933.6603472,51.12498831748962,6
3zvv_protein_processed,-6.612316985829521,13.0,10.116703748516912,,3zvv_ligand,1711398267.1220305,67.3038682937622,6
4xx9_protein_processed,-6.4731513591758,5.0,2.7483516207798973,,4xx9_ligand,1711405972.869322,16.78908896446228,6
6i96_protein_processed,-5.636648673561933,13.0,8.06827353844686,,6i96_ligand,1711417405.003889,34.68881821632385,3
1y2g_protein_processed,-9.607579516007032,7.0,0.5265803797533835,,1y2g_ligand,1711384866.4716978,11.05670976638794,6
5n3y_protein_processed,-7.032498551854315,12.0,5.516028081787415,,5n3y_ligand,1711411038.7279546,22.49320673942566,6
5jy0_protein_processed,-9.64012867060386,17.0,2.115468340420499,,5jy0_ligand,1711410023.107515,75.4685001373291,6
3p5o_protein_processed,-5.56623427199738,4.0,7.860655666064908,,3p5o_ligand,1711395179.8834815,14.678723573684692,6
4fns_protein_processed,-8.80169486722045,3.0,13.189110729683309,,4fns_ligand,1711400444.5778291,71.86616110801697,6
3arz_protein_processed,-8.631895032338596,11.0,2.372908763909411,,3arz_ligand,1711390501.4478695,21.659849643707275,6
5c7n_protein_processed,-5.645348525483372,2.0,0.2288168426453918,,5c7n_ligand,1711407462.564275,10.798423051834106,6
2qrm_protein_processed,-5.34855725769515,7.0,5.672791691820173,,2qrm_ligand,1711388252.4358568,79.35228085517883,6
5t36_protein_processed,-15.784483949892648,4.0,1.6216419402280309,,5t36_ligand,1711412011.0240283,18.274153232574463,6
6ipl_protein_processed,-9.137909172759722,1.0,-0.1531086966610217,,6ipl_ligand,1711417517.0567188,37.726353883743286,6
6pve_protein_processed,-5.876728666909648,4.0,4.825205581907632,,6pve_ligand,1711418715.307572,49.48623323440552,6
5zk8_protein_processed,-3.59515092389638,4.0,8.829328953729942,,5zk8_ligand,1711414037.925575,44.32634401321411,6
4riv_protein_processed,-15.85411909336258,10.0,-7.783765182283787,,4riv_ligand,1711404662.809363,11.94023585319519,6
4ejl_protein_processed,-10.997021072676947,10.0,0.4013739186003278,,4ejl_ligand,1711400000.2957883,2.782125473022461,3
1lzq_protein_processed,-9.161619643992132,5.0,5.151963411195993,,1lzq_ligand,1711382337.0915473,36.93786931037903,6
2bqw_protein_processed,-7.676755636244239,4.0,1.005814281084923,,2bqw_ligand,1711385583.5913582,22.250282287597656,6
5al1_protein_processed,-10.705922262571178,9.0,1.9632833219450063,,5al1_ligand,1711407112.0783572,24.143898248672485,6
4iu4_protein_processed,-9.861355897613125,19.0,-1.8829748599258664,,4iu4_ligand,1711401322.131245,1.1681559085845947,2
4puz_protein_processed,-6.087738491674121,6.0,1.8178703636648732,,4puz_ligand,1711403962.4252746,16.180827617645264,3
1l6y_protein_processed,-7.255090526602978,2.0,4.905501051909184,,1l6y_ligand,1711382163.1280203,24.942460298538208,6
4hy1_protein_processed,-16.407315474534965,3.0,12.739463388866284,,4hy1_ligand,1711401046.953343,8.041115999221802,3
1jiz_protein_processed,-9.371267005286938,1.0,2.1800821892536817,,1jiz_ligand,1711381851.763971,17.212451219558716,6
2pwc_protein_processed,-6.678529835344506,0.0,4.31508589202312,,2pwc_ligand,1711387878.3945706,33.82786250114441,6
6j06_protein_processed,-8.385771228869551,3.0,12.224949346278253,,6j06_ligand,1711417526.0108843,22.666151523590088,6
5q0m_protein_processed,-5.874805309942407,13.0,-2.726101668485583,,5q0m_ligand,1711411795.7718325,57.3698353767395,6
4og5_protein_processed,-12.2259114071541,3.0,-5.084326029110471,,4og5_ligand,1711403501.021436,30.48979997634888,6
1z4n_protein_processed,-1.730633794790584,1.0,0.1235204346498477,,1z4n_ligand,1711385054.3472238,10.948739767074583,6
5vc6_protein_processed,0.6856960518604872,2.0,7.727507547498732,,5vc6_ligand,1711412901.4256244,21.802274465560917,6
5jim_protein_processed,-5.07512397702122,5.0,4.652457891821037,,5jim_ligand,1711409875.1536522,21.226668119430546,6
5f90_protein_processed,-3.730039699946957,14.0,0.7211368681033434,,5f90_ligand,1711408544.391831,21.2703549861908,6
5e7r_protein_processed,-4.0295337809481,2.0,0.4460048765288178,,5e7r_ligand,1711408054.1532352,37.89667725563049,6
4z2o_protein_processed,-10.1949672038016,7.0,0.1550129554513262,,4z2o_ligand,1711406540.281808,123.68974995613098,6
5hv0_protein_processed,-3.124182115690655,6.0,0.7431725685210395,,5hv0_ligand,1711409190.307258,14.984342098236084,6
3i4y_protein_processed,-9.822344593716982,13.0,-3.204336642321806,,3i4y_ligand,1711393038.2384946,21.36776971817017,6
1r17_protein_processed,-3.950383877396806,5.0,4.553339719571255,,1r17_ligand,1711383565.9493222,17.2014262676239,3
3zmh_protein_processed,-7.963075391504193,7.0,5.058970615303835,,3zmh_ligand,1711398093.6676564,14.214052438735962,6
5hvp_protein_processed,-16.81045712421473,15.0,-1.8221354946476112,,5hvp_ligand,1711409211.478585,34.69053506851196,6
5dpw_protein_processed,-7.972663224321772,1.0,10.886318855148316,,5dpw_ligand,1711407860.0651522,18.626716136932373,3
6q9y_protein_processed,-15.21866904813452,2.0,1.4890109845368895,,6q9y_ligand,1711418773.735686,7.313348054885864,3
5vnb_protein_processed,-4.060411258061307,0.0,2.3743950764743573,,5vnb_ligand,1711413006.9216828,33.7355637550354,6
6gwr_protein_processed,-9.16310243779654,2.0,-7.513661535806221,,6gwr_ligand,1711416808.0530655,30.549850463867188,6
1dzk_protein_processed,-11.527378585329192,0.0,11.663027865517428,,1dzk_ligand,1711380687.5948565,16.345444202423096,6
4jsa_protein_processed,-11.686797333563828,13.0,9.09832264056746,,4jsa_ligand,1711401761.5196364,14.387651443481444,6
5mi7_protein_processed,-10.230842729588495,12.0,10.85073978809831,,5mi7_ligand,1711410824.883505,33.723978996276855,6
4o0x_protein_processed,-9.716922884734394,10.0,3.4614731363756484,,4o0x_ligand,1711403264.0930047,19.635756731033325,6
2cv3_protein_processed,-12.408844821195904,19.0,3.8660054564769126,,2cv3_ligand,1711385855.6105864,12.027820348739624,3
6ckx_protein_processed,-12.228941552070228,4.0,4.35707670032491,,6ckx_ligand,1711415080.55179,22.15519499778748,6
4flk_protein_processed,-8.955097908620255,5.0,0.7170750391801128,,4flk_ligand,1711400365.534122,22.813376903533936,6
6o0o_protein_processed,-5.541921857490208,5.0,1.8232831428953489,,6o0o_ligand,1711418269.5777364,56.35790944099426,6
1ppi_protein_processed,-13.504951192447542,3.0,0.1139497840931369,,1ppi_ligand,1711383255.0391214,57.83789348602295,6
4hnf_protein_processed,-9.168020296858389,2.0,0.9923655237627004,,4hnf_ligand,1711400983.4203336,32.590962648391724,6
